title,duration,rating,voters,genre
468. The Killers,1h 59m,6.1,80,Horror
"469. Nanay, tatay",2h,7.0,75,Horror
470. The Captives,1h 13m,3.6,76,Horror
471. Butchers Book Three: Bonesaw,1h 47m,4.9,146,Horror
472. The Beast Inside,N/A,5.6,49,Horror
473. They Turned Us Into Killers,1h 26m,2.7,273,Horror
474. Massacre at Femur Creek,1h 22m,6.5,654,Horror
475. Run!,1h 26m,3.4,107,Horror
476. Go Away,N/A,4.2,231,Horror
477. H. P. Lovecraft's the Old Ones,1h 24m,3.6,423,Horror
478. Tenants,1h 34m,4.3,140,Horror
479. Jurassic Triangle,1h 24m,2.5,296,Horror
480. Torture the Flesh,N/A,6.1,33,Horror
481. Dracula: The Count's Kin,N/A,5.2,51,Horror
482. Trinil,1h 45m,4.5,388,Horror
483. Clown II,2h 21m,7.6,16,Horror
484. Curse of the Sin Eater,1h 30m,4.9,833,Horror
485. Alyad Palyad,2h 9m,6.9,1.2K,Horror
486. Remnant,1h 52m,2.6,339,Horror
487. Where is My Head?,1h 30m,6.8,84,Horror
488. The Cursed,1h 37m,4.0,121,Horror
489. Üç Harfliler: Nazar,1h 34m,4.8,199,Horror
490. Coffintooth,N/A,7.5,14,Horror
491. Father's Haunted House,1h 33m,5.9,372,Horror
492. Clickbait: Unfollowed,1h 30m,4.9,623,Horror
493. Una ballena,1h 48m,5.5,218,Horror
494. The Cursed Land,2h 8m,5.5,315,Horror
495. Staycation,1h 34m,7.3,122,Horror
496. Terrestrial,1h 16m,N/A,N/A,Horror
497. Chainsaws Were Singing,1h 57m,7.2,394,Horror
498. Black Spines,1h 40m,6.9,25,Horror
499. Dosen Ghaib: It's Nighttime or You Already Know,1h 34m,4.1,326,Horror
500. The House on the Lake,1h 10m,N/A,N/A,Horror
501. Crust,1h 42m,5.9,256,Horror
502. The Prodigy,1h 23m,4.6,39,Horror
503. Retreat,1h 33m,7.0,26,Horror
504. In Our Blood,1h 29m,6.8,52,Horror
505. Shark Island,1h 21m,3.0,146,Horror
506. The Shadow,1h 30m,6.4,289,Horror
507. Silent Bite,1h 30m,3.7,536,Horror
508. Blood Mountain Massacre,1h 29m,4.8,48,Horror
509. Pasar Setan,1h 36m,6.7,64,Horror
510. Till Death Do Us Part,1h 48m,6.3,286,Horror
511. A Halloween Feast,1h 43m,4.7,845,Horror
512. The Bitter Taste,2h 5m,7.1,43,Horror
513. Rita,1h 47m,5.7,309,Horror
514. Lost Angels,1h 36m,5.9,216,Horror
515. Director's Cut,1h 30m,7.4,104,Horror
516. Hüddam 4: Ahmer,1h 26m,4.7,42,Horror
517. A Hell of a Difference,1h 20m,4.6,56,Horror
518. Dinner with Leatherface,1h 46m,7.3,44,Horror
519. Effigy,1h 18m,2.8,268,Horror
